Date:date,year:year,Diesel (nominal):number,"All petrol, unleaded equivalent (nominal):number","All fuel, unleaded petrol equivalent (nominal):number","All fuel, unleaded petrol equivalent (real*):number","Average, all fuel, unleaded petrol equivalent (real*, weighted by consumption):number","All fuel, unleaded petrol equivalent (real*, excl. tax):text","Average, all fuel, unleaded petrol equivalent (real*, weighted by consumption, excl. tax):number","Diesel (nominal, excl. tax):text","All fuel, unleaded petrol equivalent (nominal, excl. tax):text","All petrol, unleaded equivalent (nominal, excl. tax):text"
2000-09-04,,0.904,1.099,0.95,1.251,1.163,,0.459,,,
2000-09-11,,0.918,1.112,0.963,1.269,1.163,,0.459,,,
2000-09-18,,0.934,1.117,0.972,1.281,1.163,,0.459,,,
2000-09-25,,0.941,1.12,0.977,1.287,1.163,,0.459,,,
2000-10-02,,0.919,1.101,0.958,1.262,1.163,,0.459,,,
2000-10-09,,0.915,1.093,0.952,1.254,1.163,,0.459,,,
2000-10-16,,0.934,1.106,0.967,1.274,1.163,,0.459,,,
2000-10-23,,0.95,1.13,0.986,1.3,1.163,,0.459,,,
2000-11-06,,0.944,1.119,0.978,1.288,1.163,,0.459,,,
2000-11-13,,0.937,1.107,0.968,1.276,1.163,,0.459,,,
2000-11-20,,0.948,1.108,0.974,1.284,1.163,,0.459,,,
2000-11-27,,0.961,1.113,0.983,1.294,1.163,,0.459,,,
2000-12-04,,0.95,1.099,0.971,1.275,1.163,,0.459,,,
2000-12-11,,0.934,1.081,0.955,1.254,1.163,,0.459,,,
2000-12-18,,0.911,1.06,0.934,1.227,1.163,,0.459,,,
2001-01-08,,0.876,1.021,0.9,1.189,1.163,,0.459,,,
2001-01-15,,0.859,1.016,0.889,1.175,1.163,,0.459,,,
2001-01-22,,0.854,1.029,0.893,1.18,1.163,,0.459,,,
2001-01-29,,0.857,1.04,0.9,1.189,1.163,,0.459,,,
2001-02-05,,0.854,1.041,0.899,1.185,1.163,,0.459,,,
2001-02-12,,0.856,1.05,0.904,1.191,1.163,,0.459,,,
2001-02-20,,0.859,1.053,0.907,1.195,1.163,,0.459,,,
2001-02-27,,0.858,1.052,0.906,1.194,1.163,,0.459,,,
2001-03-05,,0.853,1.053,0.904,1.185,1.163,,0.459,,,
2001-03-12,,0.842,1.035,0.89,1.167,1.163,,0.459,,,
2001-03-19,,0.839,1.036,0.889,1.165,1.163,,0.459,,,
2001-03-26,,0.841,1.041,0.892,1.17,1.163,,0.459,,,
2001-04-02,,0.844,1.052,0.9,1.171,1.163,,0.459,,,
2001-04-09,,0.84,1.063,0.903,1.175,1.163,,0.459,,,
2001-04-23,,0.856,1.092,0.924,1.202,1.163,,0.459,,,
2001-04-30,,0.852,1.093,0.923,1.201,1.163,,0.459,,,
2001-05-07,,0.856,1.106,0.931,1.204,1.163,,0.459,,,
2001-05-14,,0.859,1.119,0.938,1.214,1.163,,0.459,,,
2001-05-21,,0.855,1.118,0.936,1.212,1.163,,0.459,,,
2001-05-28,,0.859,1.12,0.939,1.215,1.163,,0.459,,,
2001-06-04,,0.866,1.122,0.943,1.219,1.163,,0.459,,,
2001-06-11,,0.862,1.105,0.933,1.206,1.163,,0.459,,,
2001-06-18,,0.865,1.101,0.932,1.205,1.163,,0.459,,,
2001-06-25,,0.868,1.083,0.926,1.197,1.163,,0.459,,,
2001-07-02,,0.866,1.076,0.921,1.195,1.163,,0.459,,,
2001-07-09,,0.864,1.066,0.916,1.188,1.163,,0.459,,,
2001-07-16,,0.856,1.056,0.907,1.176,1.163,,0.459,,,
2001-07-23,,0.849,1.048,0.899,1.167,1.163,,0.459,,,
2001-07-30,,0.846,1.04,0.894,1.16,1.163,,0.459,,,
2001-08-06,,0.845,1.039,0.894,1.159,1.163,,0.459,,,
2001-08-13,,0.843,1.034,0.89,1.154,1.163,,0.459,,,
2001-08-20,,0.84,1.035,0.889,1.153,1.163,,0.459,,,
2001-08-27,,0.835,1.03,0.885,1.147,1.163,,0.459,,,
2001-09-03,,0.839,1.04,0.891,1.152,1.163,,0.459,,,
2001-09-10,,0.844,1.052,0.899,1.163,1.163,,0.459,,,
2001-09-17,,0.846,1.05,0.899,1.162,1.163,,0.459,,,
2001-09-24,,0.853,1.052,0.903,1.168,1.163,,0.459,,,
2001-10-01,,0.836,1.03,0.885,1.145,1.163,,0.459,,,
2001-10-08,,0.828,1.014,0.874,1.13,1.163,,0.459,,,
2001-10-15,,0.834,1.003,0.871,1.127,1.163,,0.459,,,
2001-10-22,,0.836,0.991,0.866,1.12,1.163,,0.459,,,
2001-10-29,,0.831,0.981,0.859,1.111,1.163,,0.459,,,
2001-11-05,,0.827,0.98,0.857,1.11,1.163,,0.459,,,
2001-11-12,,0.819,0.975,0.85,1.101,1.163,,0.459,,,
2001-11-19,,0.817,0.973,0.849,1.099,1.163,,0.459,,,
2001-11-26,,0.809,0.962,0.84,1.088,1.163,,0.459,,,
2001-12-03,,0.805,0.963,0.838,1.081,1.163,,0.459,,,
2001-12-10,,0.805,0.964,0.839,1.082,1.163,,0.459,,,
2001-12-17,,0.801,0.959,0.835,1.077,1.163,,0.459,,,
2002-01-07,,0.801,0.977,0.819,1.06,1.163,,0.459,,,
2002-01-14,,0.806,0.993,0.828,1.071,1.163,,0.459,,,
2002-01-21,,0.801,0.989,0.824,1.066,1.163,,0.459,,,
2002-01-28,,0.799,0.988,0.822,1.064,1.163,,0.459,,,
2002-02-04,,0.807,1,0.831,1.075,1.163,,0.459,,,
2002-02-11,,0.805,0.998,0.829,1.072,1.163,,0.459,,,
2002-02-18,,0.803,0.999,0.829,1.072,1.163,,0.459,,,
2002-02-25,,0.805,1.004,0.832,1.076,1.163,,0.459,,,
2002-03-04,,0.804,1.006,0.832,1.07,1.163,,0.459,,,
2002-03-11,,0.816,1.019,0.843,1.084,1.163,,0.459,,,
2002-03-18,,0.827,1.033,0.855,1.099,1.163,,0.459,,,
2002-03-25,,0.834,1.046,0.864,1.111,1.163,,0.459,,,
2002-04-08,,0.845,1.073,0.88,1.125,1.163,,0.459,,,
2002-04-15,,0.848,1.081,0.885,1.131,1.163,,0.459,,,
2002-04-22,,0.837,1.071,0.875,1.119,1.163,,0.459,,,
2002-04-29,,0.84,1.073,0.877,1.121,1.163,,0.459,,,
2002-05-06,,0.838,1.069,0.875,1.115,1.163,,0.459,,,
2002-05-13,,0.833,1.06,0.869,1.108,1.163,,0.459,,,
2002-05-20,,0.839,1.066,0.874,1.114,1.163,,0.459,,,
2002-05-27,,0.835,1.065,0.871,1.11,1.163,,0.459,,,
2002-06-03,,0.824,1.053,0.861,1.097,1.163,,0.459,,,
2002-06-10,,0.816,1.044,0.853,1.087,1.163,,0.459,,,
2002-06-17,,0.814,1.043,0.852,1.086,1.163,,0.459,,,
2002-06-24,,0.812,1.038,0.849,1.081,1.163,,0.459,,,
2002-07-01,,0.809,1.038,0.847,1.081,1.163,,0.459,,,
2002-07-08,,0.811,1.04,0.849,1.083,1.163,,0.459,,,
2002-07-15,,0.809,1.039,0.847,1.081,1.163,,0.459,,,
2002-07-22,,0.816,1.042,0.852,1.088,1.163,,0.459,,,
2002-07-29,,0.816,1.046,0.854,1.09,1.163,,0.459,,,
2002-08-05,,0.817,1.051,0.856,1.092,1.163,,0.459,,,
2002-08-12,,0.815,1.047,0.854,1.088,1.163,,0.459,,,
2002-08-19,,0.817,1.046,0.854,1.089,1.163,,0.459,,,
2002-08-26,,0.823,1.047,0.858,1.094,1.163,,0.459,,,
2002-09-02,,0.826,1.05,0.861,1.095,1.163,,0.459,,,
2002-09-09,,0.831,1.057,0.866,1.101,1.163,,0.459,,,
2002-09-16,,0.836,1.063,0.871,1.108,1.163,,0.459,,,
2002-09-23,,0.84,1.063,0.874,1.111,1.163,,0.459,,,
2002-09-30,,0.845,1.066,0.878,1.116,1.163,,0.459,,,
2002-10-07,,0.852,1.069,0.882,1.119,1.163,,0.459,,,
2002-10-14,,0.85,1.063,0.879,1.115,1.163,,0.459,,,
2002-10-21,,0.851,1.061,0.879,1.115,1.163,,0.459,,,
2002-10-28,,0.847,1.06,0.877,1.112,1.163,,0.459,,,
2002-11-04,,0.836,1.051,0.867,1.101,1.163,,0.459,,,
2002-11-11,,0.825,1.039,0.856,1.088,1.163,,0.459,,,
2002-11-18,,0.817,1.029,0.848,1.077,1.163,,0.459,,,
2002-11-25,,0.821,1.027,0.849,1.079,1.163,,0.459,,,
2002-12-02,,0.827,1.031,0.854,1.08,1.163,,0.459,,,
2002-12-09,,0.83,1.034,0.857,1.084,1.163,,0.459,,,
2002-12-16,,0.829,1.033,0.856,1.082,1.163,,0.459,,,
2003-01-06,,0.856,1.061,0.88,1.115,1.163,,0.459,,,
2003-01-13,,0.854,1.055,0.876,1.11,1.163,,0.459,,,
2003-01-20,,0.851,1.058,0.876,1.109,1.163,,0.459,,,
2003-01-27,,0.854,1.062,0.879,1.113,1.163,,0.459,,,
2003-02-03,,0.856,1.069,0.883,1.114,1.163,,0.459,,,
2003-02-10,,0.859,1.072,0.886,1.118,1.163,,0.459,,,
2003-02-17,,0.877,1.086,0.901,1.137,1.163,,0.459,,,
2003-02-24,,0.878,1.079,0.899,1.134,1.163,,0.459,,,
2003-03-03,,0.891,1.082,0.908,1.138,1.163,,0.459,,,
2003-03-10,,0.899,1.081,0.912,1.144,1.163,,0.459,,,
2003-03-17,,0.915,1.083,0.921,1.156,1.163,,0.459,,,
2003-03-24,,0.906,1.069,0.911,1.143,1.163,,0.459,,,
2003-03-31,,0.885,1.053,0.893,1.121,1.163,,0.459,,,
2003-04-07,,0.864,1.061,0.884,1.106,1.163,,0.459,,,
2003-04-14,,0.849,1.055,0.873,1.093,1.163,,0.459,,,
2003-04-28,,0.842,1.044,0.865,1.082,1.163,,0.459,,,
2003-05-05,,0.824,1.029,0.849,1.063,1.163,,0.459,,,
2003-05-12,,0.804,1.009,0.831,1.039,1.163,,0.459,,,
2003-05-19,,0.799,1.008,0.828,1.036,1.163,,0.459,,,
2003-05-26,,0.795,1.004,0.824,1.03,1.163,,0.459,,,
2003-06-02,,0.795,1.005,0.824,1.03,1.163,,0.459,,,
2003-06-09,,0.799,1.011,0.829,1.036,1.163,,0.459,,,
2003-06-16,,0.8,1.012,0.829,1.036,1.163,,0.459,,,
2003-06-23,,0.797,1.012,0.828,1.035,1.163,,0.459,,,
2003-06-30,,0.796,1.012,0.828,1.035,1.163,,0.459,,,
2003-07-07,,0.803,1.021,0.835,1.046,1.163,,0.459,,,
2003-07-14,,0.805,1.024,0.837,1.048,1.163,,0.459,,,
2003-07-21,,0.807,1.026,0.839,1.05,1.163,,0.459,,,
2003-07-28,,0.804,1.029,0.838,1.049,1.163,,0.459,,,
2003-08-04,,0.806,1.03,0.84,1.05,1.163,,0.459,,,
2003-08-18,,0.816,1.04,0.849,1.061,1.163,,0.459,,,
2003-08-25,,0.818,1.048,0.854,1.067,1.163,,0.459,,,
2003-09-01,,0.82,1.049,0.855,1.064,1.163,,0.459,,,
2003-09-08,,0.81,1.042,0.847,1.054,1.163,,0.459,,,
2003-09-15,,0.804,1.032,0.839,1.045,1.163,,0.459,,,
2003-09-22,,0.798,1.024,0.833,1.038,1.163,,0.459,,,
2003-09-29,,0.795,1.02,0.83,1.034,1.163,,0.459,,,
2003-10-06,,0.807,1.023,0.838,1.041,1.163,,0.459,,,
2003-10-13,,0.812,1.018,0.839,1.042,1.163,,0.459,,,
2003-10-20,,0.827,1.027,0.85,1.057,1.163,,0.459,,,
2003-10-27,,0.821,1.024,0.846,1.052,1.163,,0.459,,,
2003-11-03,,0.821,1.025,0.846,1.053,1.163,,0.459,,,
2003-11-10,,0.822,1.023,0.846,1.053,1.163,,0.459,,,
2003-11-17,,0.823,1.02,0.846,1.052,1.163,,0.459,,,
2003-11-24,,0.826,1.022,0.848,1.055,1.163,,0.459,,,
2003-12-01,,0.82,1.017,0.843,1.045,1.163,,0.459,,,
2003-12-08,,0.819,1.016,0.842,1.043,1.163,,0.459,,,
2003-12-15,,0.82,1.014,0.842,1.044,1.163,,0.459,,,
2004-01-05,,0.82,1.013,0.837,1.043,1.163,,0.459,,,
2004-01-12,,0.828,1.024,0.845,1.053,1.163,,0.459,,,
2004-01-19,,0.834,1.03,0.851,1.059,1.163,,0.459,,,
2004-01-26,,0.837,1.035,0.855,1.064,1.163,,0.459,,,
2004-02-02,,0.832,1.035,0.851,1.058,1.163,,0.459,,,
2004-02-09,,0.828,1.035,0.85,1.056,1.163,,0.459,,,
2004-02-16,,0.827,1.038,0.85,1.057,1.163,,0.459,,,
2004-02-23,,0.829,1.043,0.853,1.06,1.163,,0.459,,,
2004-03-01,,0.833,1.046,0.856,1.058,1.163,,0.459,,,
2004-03-08,,0.847,1.06,0.87,1.075,1.163,,0.459,,,
2004-03-15,,0.845,1.055,0.866,1.071,1.163,,0.459,,,
2004-03-22,,0.86,1.068,0.88,1.088,1.163,,0.459,,,
2004-03-29,,0.862,1.071,0.882,1.091,1.163,,0.459,,,
2004-04-05,,0.867,1.082,0.889,1.091,1.163,,0.459,,,
2004-04-13,,0.867,1.086,0.89,1.093,1.163,,0.459,,,
2004-04-19,,0.87,1.086,0.892,1.095,1.163,,0.459,,,
2004-04-26,,0.876,1.09,0.897,1.101,1.163,,0.459,,,
2004-05-03,,0.874,1.084,0.895,1.1,1.163,,0.459,,,
2004-05-10,,0.88,1.098,0.903,1.111,1.163,,0.459,,,
2004-05-17,,0.889,1.104,0.911,1.121,1.163,,0.459,,,
2004-05-24,,0.898,1.114,0.92,1.132,1.163,,0.459,,,
2004-05-31,,0.898,1.116,0.92,1.133,1.163,,0.459,,,
2004-06-07,,0.887,1.105,0.91,1.12,1.163,,0.459,,,
2004-06-14,,0.877,1.089,0.898,1.105,1.163,,0.459,,,
2004-06-21,,0.872,1.083,0.894,1.1,1.163,,0.459,,,
2004-06-28,,0.878,1.089,0.899,1.106,1.163,,0.459,,,
2004-07-05,,0.874,1.082,0.895,1.103,1.163,,0.459,,,
2004-07-12,,0.889,1.1,0.909,1.121,1.163,,0.459,,,
2004-07-19,,0.889,1.108,0.912,1.125,1.163,,0.459,,,
2004-07-26,,0.893,1.107,0.914,1.127,1.163,,0.459,,,
2004-08-02,,0.902,1.11,0.92,1.133,1.163,,0.459,,,
2004-08-09,,0.914,1.111,0.928,1.142,1.163,,0.459,,,
2004-08-16,,0.916,1.106,0.927,1.141,1.163,,0.459,,,
2004-08-23,,0.923,1.108,0.932,1.147,1.163,,0.459,,,
2004-08-30,,0.926,1.106,0.933,1.148,1.163,,0.459,,,
2004-09-06,,0.919,1.097,0.925,1.137,1.163,,0.459,,,
2004-09-13,,0.917,1.092,0.923,1.134,1.163,,0.459,,,
2004-09-20,,0.929,1.101,0.933,1.146,1.163,,0.459,,,
2004-09-27,,0.941,1.11,0.943,1.158,1.163,,0.459,,,
2004-10-04,,0.947,1.11,0.946,1.158,1.163,,0.459,,,
2004-10-11,,0.964,1.122,0.96,1.175,1.163,,0.459,,,
2004-10-18,,0.978,1.126,0.97,1.186,1.163,,0.459,,,
2004-10-25,,0.982,1.122,0.971,1.188,1.163,,0.459,,,
2004-11-01,,0.982,1.119,0.97,1.189,1.163,,0.459,,,
2004-11-08,,0.964,1.105,0.954,1.17,1.163,,0.459,,,
2004-11-15,,0.954,1.099,0.946,1.16,1.163,,0.459,,,
2004-11-22,,0.953,1.094,0.944,1.158,1.163,,0.459,,,
2004-11-29,,0.964,1.096,0.952,1.166,1.163,,0.459,,,
2004-12-06,,0.96,1.085,0.945,1.154,1.163,,0.459,,,
